participant_id,random_id,repeat_false_alarm_rate,repeat_hit_rate,trial_index,trial_number,time_elapsed,trial_phase,trial_kind,response,rt,confidence_response,correct,is_right,choice_images,correct_image,choice,experiment_purpose,Q1,technical_issues
lion,parq0lw64nk,0.020000000000000018,1,385,19,612266,Test,exemplar,0,1997,3,true,1,"[""stimuli\\EXEMPLAR\\USED\\Eremote2.jpg"",""stimuli\\EXEMPLAR\\USED\\Eremote1.jpg""]",stimuli\EXEMPLAR\USED\Eremote2.jpg,stimuli\EXEMPLAR\USED\Eremote2.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,387,20,615332,Test,state,0,1383,5,true,1,"[""stimuli\\STATE\\USED\\Sgiftbag2.jpg"",""stimuli\\STATE\\USED\\Sgiftbag1.jpg""]",stimuli\STATE\USED\Sgiftbag2.jpg,stimuli\STATE\USED\Sgiftbag2.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,389,21,621686,Test,exemplar,1,1870,4,true,1,"[""stimuli\\EXEMPLAR\\USED\\Emedal2.jpg"",""stimuli\\EXEMPLAR\\USED\\Emedal1.jpg""]",stimuli\EXEMPLAR\USED\Emedal1.jpg,stimuli\EXEMPLAR\USED\Emedal1.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,391,22,624415,Test,exemplar,1,1048,5,true,1,"[""stimuli\\EXEMPLAR\\USED\\Eballoon1.jpg"",""stimuli\\EXEMPLAR\\USED\\Eballoon2.jpg""]",stimuli\EXEMPLAR\USED\Eballoon2.jpg,stimuli\EXEMPLAR\USED\Eballoon2.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,393,23,627967,Test,exemplar,1,1983,5,true,1,"[""stimuli\\EXEMPLAR\\USED\\Echeeses2.jpg"",""stimuli\\EXEMPLAR\\USED\\Echeeses1.jpg""]",stimuli\EXEMPLAR\USED\Echeeses1.jpg,stimuli\EXEMPLAR\USED\Echeeses1.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,395,24,633350,Test,state,0,2600,5,true,1,"[""stimuli\\STATE\\USED\\Sbureau1.JPG"",""stimuli\\STATE\\USED\\Sbureau2.JPG""]",stimuli\STATE\USED\Sbureau1.JPG,stimuli\STATE\USED\Sbureau1.JPG,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,397,25,637600,Test,state,0,1034,5,true,1,"[""stimuli\\STATE\\USED\\Sredcabbage2.jpg"",""stimuli\\STATE\\USED\\Sredcabbage1.jpg""]",stimuli\STATE\USED\Sredcabbage2.jpg,stimuli\STATE\USED\Sredcabbage2.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,399,26,640465,Test,state,1,1114,5,true,1,"[""stimuli\\STATE\\USED\\Sbook2.JPG"",""stimuli\\STATE\\USED\\Sbook1.JPG""]",stimuli\STATE\USED\Sbook1.JPG,stimuli\STATE\USED\Sbook1.JPG,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,401,27,643999,Test,state,1,1265,5,true,1,"[""stimuli\\STATE\\USED\\Sbelt2.jpg"",""stimuli\\STATE\\USED\\Sbelt1.jpg""]",stimuli\STATE\USED\Sbelt1.jpg,stimuli\STATE\USED\Sbelt1.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,403,28,647716,Test,exemplar,0,1149,5,true,1,"[""stimuli\\EXEMPLAR\\USED\\Econe1.jpg"",""stimuli\\EXEMPLAR\\USED\\Econe2.jpg""]",stimuli\EXEMPLAR\USED\Econe1.jpg,stimuli\EXEMPLAR\USED\Econe1.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,405,29,659682,Test,exemplar,0,10314,1,false,0,"[""stimuli\\EXEMPLAR\\USED\\Eheadphones1.jpg"",""stimuli\\EXEMPLAR\\USED\\Eheadphones2.jpg""]",stimuli\EXEMPLAR\USED\Eheadphones2.jpg,stimuli\EXEMPLAR\USED\Eheadphones1.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,407,30,663248,Test,exemplar,0,1699,3,true,1,"[""stimuli\\EXEMPLAR\\USED\\Etongs1.jpg"",""stimuli\\EXEMPLAR\\USED\\Etongs2.jpg""]",stimuli\EXEMPLAR\USED\Etongs1.jpg,stimuli\EXEMPLAR\USED\Etongs1.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,409,31,671998,Test,exemplar,1,5644,2,true,1,"[""stimuli\\EXEMPLAR\\USED\\Ehotairballoon1.jpg"",""stimuli\\EXEMPLAR\\USED\\Ehotairballoon2.jpg""]",stimuli\EXEMPLAR\USED\Ehotairballoon2.jpg,stimuli\EXEMPLAR\USED\Ehotairballoon2.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,411,32,677881,Test,state,0,3482,1,true,1,"[""stimuli\\STATE\\USED\\Saccordion1.jpg"",""stimuli\\STATE\\USED\\Saccordion2.jpg""]",stimuli\STATE\USED\Saccordion1.jpg,stimuli\STATE\USED\Saccordion1.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,413,33,685098,Test,state,0,3799,1,false,0,"[""stimuli\\STATE\\USED\\Spadlock1.jpg"",""stimuli\\STATE\\USED\\Spadlock2.jpg""]",stimuli\STATE\USED\Spadlock2.jpg,stimuli\STATE\USED\Spadlock1.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,415,34,688381,Test,state,1,1448,4,true,1,"[""stimuli\\STATE\\USED\\Sdonut2.jpg"",""stimuli\\STATE\\USED\\Sdonut1.jpg""]",stimuli\STATE\USED\Sdonut1.jpg,stimuli\STATE\USED\Sdonut1.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,417,35,692066,Test,exemplar,1,1568,2,true,1,"[""stimuli\\EXEMPLAR\\USED\\Espraybottle2.jpg"",""stimuli\\EXEMPLAR\\USED\\Espraybottle1.jpg""]",stimuli\EXEMPLAR\USED\Espraybottle1.jpg,stimuli\EXEMPLAR\USED\Espraybottle1.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,419,36,698565,Test,exemplar,1,1380,5,true,1,"[""stimuli\\EXEMPLAR\\USED\\Eswimsuit2.jpg"",""stimuli\\EXEMPLAR\\USED\\Eswimsuit1.jpg""]",stimuli\EXEMPLAR\USED\Eswimsuit1.jpg,stimuli\EXEMPLAR\USED\Eswimsuit1.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,421,37,702432,Test,state,1,2350,2,false,0,"[""stimuli\\STATE\\USED\\Sbabytoy1.JPG"",""stimuli\\STATE\\USED\\Sbabytoy2.JPG""]",stimuli\STATE\USED\Sbabytoy1.JPG,stimuli\STATE\USED\Sbabytoy2.JPG,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,423,38,710348,Test,state,1,2382,1,true,1,"[""stimuli\\STATE\\USED\\Sjuiceglass2.JPG"",""stimuli\\STATE\\USED\\Sjuiceglass1.JPG""]",stimuli\STATE\USED\Sjuiceglass1.JPG,stimuli\STATE\USED\Sjuiceglass1.JPG,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,425,39,715165,Test,exemplar,1,2833,4,true,1,"[""stimuli\\EXEMPLAR\\USED\\Emuffler1.jpg"",""stimuli\\EXEMPLAR\\USED\\Emuffler2.jpg""]",stimuli\EXEMPLAR\USED\Emuffler2.jpg,stimuli\EXEMPLAR\USED\Emuffler2.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,427,40,721064,Test,state,0,3548,2,true,1,"[""stimuli\\STATE\\USED\\Sbriefcasemetal1.JPG"",""stimuli\\STATE\\USED\\Sbriefcasemetal2.JPG""]",stimuli\STATE\USED\Sbriefcasemetal1.JPG,stimuli\STATE\USED\Sbriefcasemetal1.JPG,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,429,41,724513,Test,exemplar,0,1581,3,true,1,"[""stimuli\\EXEMPLAR\\USED\\Escroll2.jpg"",""stimuli\\EXEMPLAR\\USED\\Escroll1.jpg""]",stimuli\EXEMPLAR\USED\Escroll2.jpg,stimuli\EXEMPLAR\USED\Escroll2.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,431,42,728866,Test,state,1,1785,5,true,1,"[""stimuli\\STATE\\USED\\Sschoolbag1.JPG"",""stimuli\\STATE\\USED\\Sschoolbag2.JPG""]",stimuli\STATE\USED\Sschoolbag2.JPG,stimuli\STATE\USED\Sschoolbag2.JPG,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,433,43,736532,Test,state,1,5050,1,true,1,"[""stimuli\\STATE\\USED\\Sdie1.jpg"",""stimuli\\STATE\\USED\\Sdie2.jpg""]",stimuli\STATE\USED\Sdie2.jpg,stimuli\STATE\USED\Sdie2.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,435,44,744949,Test,exemplar,0,6831,2,true,1,"[""stimuli\\EXEMPLAR\\USED\\Erazor2.jpg"",""stimuli\\EXEMPLAR\\USED\\Erazor1.jpg""]",stimuli\EXEMPLAR\USED\Erazor2.jpg,stimuli\EXEMPLAR\USED\Erazor2.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,437,45,749016,Test,exemplar,0,1782,2,true,1,"[""stimuli\\EXEMPLAR\\USED\\Edinosaur1.jpg"",""stimuli\\EXEMPLAR\\USED\\Edinosaur2.jpg""]",stimuli\EXEMPLAR\USED\Edinosaur1.jpg,stimuli\EXEMPLAR\USED\Edinosaur1.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,439,46,752364,Test,exemplar,1,1383,3,true,1,"[""stimuli\\EXEMPLAR\\USED\\Edispenser2.jpg"",""stimuli\\EXEMPLAR\\USED\\Edispenser1.jpg""]",stimuli\EXEMPLAR\USED\Edispenser1.jpg,stimuli\EXEMPLAR\USED\Edispenser1.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,441,47,756099,Test,exemplar,1,1935,1,true,1,"[""stimuli\\EXEMPLAR\\USED\\Etoyplane1.jpg"",""stimuli\\EXEMPLAR\\USED\\Etoyplane2.jpg""]",stimuli\EXEMPLAR\USED\Etoyplane2.jpg,stimuli\EXEMPLAR\USED\Etoyplane2.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,443,48,759531,Test,exemplar,0,1948,3,true,1,"[""stimuli\\EXEMPLAR\\USED\\Ehoe2.jpg"",""stimuli\\EXEMPLAR\\USED\\Ehoe1.jpg""]",stimuli\EXEMPLAR\USED\Ehoe2.jpg,stimuli\EXEMPLAR\USED\Ehoe2.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,445,49,763048,Test,exemplar,1,1999,4,true,1,"[""stimuli\\EXEMPLAR\\USED\\Etoywrench1.jpg"",""stimuli\\EXEMPLAR\\USED\\Etoywrench2.jpg""]",stimuli\EXEMPLAR\USED\Etoywrench2.jpg,stimuli\EXEMPLAR\USED\Etoywrench2.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
lion,parq0lw64nk,0.020000000000000018,1,447,50,767215,Test,exemplar,0,2048,1,true,1,"[""stimuli\\EXEMPLAR\\USED\\Etractor1.jpg"",""stimuli\\EXEMPLAR\\USED\\Etractor2.jpg""]",stimuli\EXEMPLAR\USED\Etractor1.jpg,stimuli\EXEMPLAR\USED\Etractor1.jpg,"This experiment may have been about the discrepancies between working, short-term, and long-term memory.",Some details I used were if the object was placed weird or I did not know what is was. Some images also had more details than others. ,No
giraffe,pcfdh9f6su2,0,0,349,1,493169,Test,state,0,3230,4,true,1,"[""stimuli\\STATE\\USED\\Saccordionsmall1.JPG"",""stimuli\\STATE\\USED\\Saccordionsmall2.JPG""]",stimuli\STATE\USED\Saccordionsmall1.JPG,stimuli\STATE\USED\Saccordionsmall1.JPG,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,351,2,501287,Test,exemplar,0,4767,2,true,1,"[""stimuli\\EXEMPLAR\\USED\\Eteapot1.JPG"",""stimuli\\EXEMPLAR\\USED\\Eteapot2.JPG""]",stimuli\EXEMPLAR\USED\Eteapot1.JPG,stimuli\EXEMPLAR\USED\Eteapot1.JPG,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,353,3,509036,Test,exemplar,0,4672,2,true,1,"[""stimuli\\EXEMPLAR\\USED\\Epiano1.jpg"",""stimuli\\EXEMPLAR\\USED\\Epiano2.jpg""]",stimuli\EXEMPLAR\USED\Epiano1.jpg,stimuli\EXEMPLAR\USED\Epiano1.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,355,4,513364,Test,state,0,1442,5,true,1,"[""stimuli\\STATE\\USED\\Spiggybank1.jpg"",""stimuli\\STATE\\USED\\Spiggybank2.jpg""]",stimuli\STATE\USED\Spiggybank1.jpg,stimuli\STATE\USED\Spiggybank1.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,357,5,518919,Test,state,0,3197,2,true,1,"[""stimuli\\STATE\\USED\\Sbrushes2.jpg"",""stimuli\\STATE\\USED\\Sbrushes1.jpg""]",stimuli\STATE\USED\Sbrushes2.jpg,stimuli\STATE\USED\Sbrushes2.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,359,6,525490,Test,exemplar,0,3694,4,true,1,"[""stimuli\\EXEMPLAR\\USED\\Etongs2.jpg"",""stimuli\\EXEMPLAR\\USED\\Etongs1.jpg""]",stimuli\EXEMPLAR\USED\Etongs2.jpg,stimuli\EXEMPLAR\USED\Etongs2.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,361,7,536014,Test,state,1,8182,2,true,1,"[""stimuli\\STATE\\USED\\Saccordion1.jpg"",""stimuli\\STATE\\USED\\Saccordion2.jpg""]",stimuli\STATE\USED\Saccordion2.jpg,stimuli\STATE\USED\Saccordion2.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,363,8,540391,Test,exemplar,0,1844,3,false,0,"[""stimuli\\EXEMPLAR\\USED\\Elog1.jpg"",""stimuli\\EXEMPLAR\\USED\\Elog2.jpg""]",stimuli\EXEMPLAR\USED\Elog2.jpg,stimuli\EXEMPLAR\USED\Elog1.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,365,9,547429,Test,exemplar,0,2661,2,true,1,"[""stimuli\\EXEMPLAR\\USED\\Etractor2.jpg"",""stimuli\\EXEMPLAR\\USED\\Etractor1.jpg""]",stimuli\EXEMPLAR\USED\Etractor2.jpg,stimuli\EXEMPLAR\USED\Etractor2.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,367,10,553128,Test,exemplar,1,2814,3,true,1,"[""stimuli\\EXEMPLAR\\USED\\Eholepunch1.jpg"",""stimuli\\EXEMPLAR\\USED\\Eholepunch2.jpg""]",stimuli\EXEMPLAR\USED\Eholepunch2.jpg,stimuli\EXEMPLAR\USED\Eholepunch2.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,369,11,556734,Test,state,0,1426,4,true,1,"[""stimuli\\STATE\\USED\\Seggplant1.jpg"",""stimuli\\STATE\\USED\\Seggplant2.jpg""]",stimuli\STATE\USED\Seggplant1.jpg,stimuli\STATE\USED\Seggplant1.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,371,12,561962,Test,state,1,3487,2,true,1,"[""stimuli\\STATE\\USED\\Ssweater2.jpg"",""stimuli\\STATE\\USED\\Ssweater1.jpg""]",stimuli\STATE\USED\Ssweater1.jpg,stimuli\STATE\USED\Ssweater1.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,373,13,567531,Test,state,0,2516,3,false,0,"[""stimuli\\STATE\\USED\\Speppers2.jpg"",""stimuli\\STATE\\USED\\Speppers1.jpg""]",stimuli\STATE\USED\Speppers1.jpg,stimuli\STATE\USED\Speppers2.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,375,14,571521,Test,exemplar,0,1633,2,false,0,"[""stimuli\\EXEMPLAR\\USED\\Ehanger1.jpg"",""stimuli\\EXEMPLAR\\USED\\Ehanger2.jpg""]",stimuli\EXEMPLAR\USED\Ehanger2.jpg,stimuli\EXEMPLAR\USED\Ehanger1.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,377,15,576018,Test,exemplar,0,2716,3,true,1,"[""stimuli\\EXEMPLAR\\USED\\Ehelmet2.jpg"",""stimuli\\EXEMPLAR\\USED\\Ehelmet1.jpg""]",stimuli\EXEMPLAR\USED\Ehelmet2.jpg,stimuli\EXEMPLAR\USED\Ehelmet2.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,379,16,582694,Test,exemplar,1,4817,2,false,0,"[""stimuli\\EXEMPLAR\\USED\\Esantahat2.jpg"",""stimuli\\EXEMPLAR\\USED\\Esantahat1.jpg""]",stimuli\EXEMPLAR\USED\Esantahat2.jpg,stimuli\EXEMPLAR\USED\Esantahat1.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,381,17,586214,Test,state,0,1611,3,false,0,"[""stimuli\\STATE\\USED\\Swaffleiron2.jpg"",""stimuli\\STATE\\USED\\Swaffleiron1.jpg""]",stimuli\STATE\USED\Swaffleiron1.jpg,stimuli\STATE\USED\Swaffleiron2.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,383,18,589996,Test,state,0,1593,4,true,1,"[""stimuli\\STATE\\USED\\Sclipboard1.jpg"",""stimuli\\STATE\\USED\\Sclipboard2.jpg""]",stimuli\STATE\USED\Sclipboard1.jpg,stimuli\STATE\USED\Sclipboard1.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,385,19,594845,Test,state,1,2675,2,true,1,"[""stimuli\\STATE\\USED\\Scooker2.jpg"",""stimuli\\STATE\\USED\\Scooker1.jpg""]",stimuli\STATE\USED\Scooker1.jpg,stimuli\STATE\USED\Scooker1.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,387,20,599823,Test,exemplar,1,3205,2,false,0,"[""stimuli\\EXEMPLAR\\USED\\Etoyhand1.jpg"",""stimuli\\EXEMPLAR\\USED\\Etoyhand2.jpg""]",stimuli\EXEMPLAR\USED\Etoyhand1.jpg,stimuli\EXEMPLAR\USED\Etoyhand2.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,389,21,605899,Test,exemplar,1,4215,4,true,1,"[""stimuli\\EXEMPLAR\\USED\\Escroll1.jpg"",""stimuli\\EXEMPLAR\\USED\\Escroll2.jpg""]",stimuli\EXEMPLAR\USED\Escroll2.jpg,stimuli\EXEMPLAR\USED\Escroll2.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,391,22,611252,Test,exemplar,1,2955,5,true,1,"[""stimuli\\EXEMPLAR\\USED\\Emitt1.jpg"",""stimuli\\EXEMPLAR\\USED\\Emitt2.jpg""]",stimuli\EXEMPLAR\USED\Emitt2.jpg,stimuli\EXEMPLAR\USED\Emitt2.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,393,23,616381,Test,state,0,3565,4,true,1,"[""stimuli\\STATE\\USED\\Sdishes2.JPG"",""stimuli\\STATE\\USED\\Sdishes1.JPG""]",stimuli\STATE\USED\Sdishes2.JPG,stimuli\STATE\USED\Sdishes2.JPG,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,395,24,626616,Test,state,1,6723,4,true,1,"[""stimuli\\STATE\\USED\\Sdrum1.jpg"",""stimuli\\STATE\\USED\\Sdrum2.jpg""]",stimuli\STATE\USED\Sdrum2.jpg,stimuli\STATE\USED\Sdrum2.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,397,25,632041,Test,state,0,1594,5,true,1,"[""stimuli\\STATE\\USED\\Sbrie2.JPG"",""stimuli\\STATE\\USED\\Sbrie1.JPG""]",stimuli\STATE\USED\Sbrie2.JPG,stimuli\STATE\USED\Sbrie2.JPG,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,399,26,639654,Test,state,0,5182,4,true,1,"[""stimuli\\STATE\\USED\\Spestle1.jpg"",""stimuli\\STATE\\USED\\Spestle2.jpg""]",stimuli\STATE\USED\Spestle1.jpg,stimuli\STATE\USED\Spestle1.jpg,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
giraffe,pcfdh9f6su2,0,0,401,27,647895,Test,state,0,5531,4,false,0,"[""stimuli\\STATE\\USED\\Sphone1.JPG"",""stimuli\\STATE\\USED\\Sphone2.JPG""]",stimuli\STATE\USED\Sphone2.JPG,stimuli\STATE\USED\Sphone1.JPG,Recall ability based on the parts of the sequence where most people stop paying attention.,"Thought that I should focus on the red, black, and gold items for some reason. Also tried to see ways the images resembled other objects.",No issues
